name	name_va	reg_site_va	id_global_va	getter_va	vtable_va	serializer_va	handler_va	file_off_reg	file_off_name	file_off_getter	file_off_vtable	file_off_serializer_ptr	file_off_handler_ptr	source
GMModule_Client	0x00F462D4	0x00C07DA0	0x01088F54	0x00727A90	0x00F46208	0x00697870	0x00726CD0	0x008071A0	0x00B446D4	0x00326E90	0x00B44608	0x00B44620	0x00B44624	IMAGE
GM_UpdateGMStateVital	0x00F4638C	0x00C07E80	0x01088F88	0x00729600	0x00F4631C	0x00729720	0x00729F00	0x00807280	0x00B4478C	0x00328A00	0x00B4471C	0x00B44734	0x00B44738	IMAGE
GM_RunGMCommandVital	0x00F463A4	0x00C07EA0	0x01088F8C	0x00726DE0	0x00F45A20	0x00729E10	0x00A106C0	0x008072A0	0x00B447A4	0x003261E0	0x00B43E20	0x00B43E38	0x00B43E3C	IMAGE
GM_RunGMCommandResultVital	0x00F463BC	0x00C07EC0	0x01088F90	0x00729620	0x00F46340	0x00729790	0x00729F00	0x008072C0	0x00B447BC	0x00328A20	0x00B44740	0x00B44758	0x00B4475C	IMAGE
GM_ForbidToTalkResultVital	0x00F463D8	0x00C07EE0	0x01088F94	0x007296B0	0x00F46364	0x007297C0	0x00729F00	0x008072E0	0x00B447D8	0x00328AB0	0x00B44764	0x00B4477C	0x00B44780	IMAGE
ChangeEquipLevelModule_Client	0x00F4646C	0x00C08130	0x01088FD0	0x00729FB0	0x00F46420	0x00697870	0x0073D360	0x00807530	0x00B4486C	0x003293B0	0x00B44820	0x00B44838	0x00B4483C	IMAGE
ChangeEquipLevelVitalReq	0x00F4648C	0x00C08190	0x01088FEC	0x00573720	0x00F287F0	0x006C66D0	0x00710440	0x00807590	0x00B4488C	0x00172B20	0x00B26BF0	0x00B26C08	0x00B26C0C	IMAGE
ChangeEquipLevelVitalRes	0x00F464A8	0x00C081B0	0x01088FF0	0x00729F70	0x00F463FC	0x0072A4D0	0x0072A530	0x008075B0	0x00B448A8	0x00329370	0x00B447FC	0x00B44814	0x00B44818	IMAGE
ItemSynthesisModule_Client	0x00F4661C	0x00C08380	0x01089070	0x0072A5F0	0x00F46570	0x00710440	0x0073D360	0x00807780	0x00B44A1C	0x003299F0	0x00B44970	0x00B44988	0x00B4498C	IMAGE
ItemSynthesisVital	0x00F46660	0x00C08590	0x010890B8	0x0072B260	0x00F4663C	0x0072B270	0x0072B470	0x00807990	0x00B44A60	0x0032A660	0x00B44A3C	0x00B44A54	0x00B44A58	IMAGE
ItemSynthesisStopVital	0x00F46674	0x00C085B0	0x010890BC	0x0072A5B0	0x00F4654C	0x00515EC0	0x0072B500	0x008079B0	0x00B44A74	0x003299B0	0x00B4494C	0x00B44964	0x00B44968	IMAGE
FightingDropModule_Client	0x00F466A0	0x00C088D0	0x01089148	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x00807CD0	0x00B44AA0	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
FightingDropNotify	0x00F0B504	0x00C089F0	0x0108915C	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x00807DF0	0x00B09904	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
ActorTreasureHuntExcavatingInfoAttr	0x00F0EA0C	0x00C08A50	0x01089178	0x0072B670	0x00F466D0	0x00515EC0	0x00463710	0x00807E50	0x00B0CE0C	0x0032AA70	0x00B44AD0	0x00B44AE8	0x00B44AEC	IMAGE
TreasureHuntModule_Client	0x00F19A64	0x00C08C20	0x010891C0	0x0072BB00	0x00F46738	0x00710440	0x0073D360	0x00808020	0x00B17E64	0x0032AF00	0x00B44B38	0x00B44B50	0x00B44B54	IMAGE
TreasureHuntPerformanceModule_Client	0x00F467D4	0x00C08C40	0x010891C4	0x0072BC90	0x00F46788	0x00699FE0	0x0073D360	0x00808040	0x00B44BD4	0x0032B090	0x00B44B88	0x00B44BA0	0x00B44BA4	IMAGE
TreasureHunt_UpdateSceneTreasurePointVital	0x00F46844	0x00C08CE0	0x010891EC	0x0072CB80	0x00F46820	0x0072CE80	0x0072CFE0	0x008080E0	0x00B44C44	0x0032BF80	0x00B44C20	0x00B44C38	0x00B44C3C	IMAGE
TreasureHunt_StartExcavatingVital	0x00F46870	0x00C08D00	0x010891F0	0x0072BA90	0x00F46714	0x0072C6C0	0x0072CFE0	0x00808100	0x00B44C70	0x0032AE90	0x00B44B14	0x00B44B2C	0x00B44B30	IMAGE
TreasureHunt_ExcavatingResultVital	0x00F46894	0x00C08D20	0x010891F4	0x0072C6B0	0x00F467FC	0x0072C760	0x0072CFE0	0x00808120	0x00B44C94	0x0032BAB0	0x00B44BFC	0x00B44C14	0x00B44C18	IMAGE
NavigationExAttr	0x00F0E988	0x00C09490	0x0108944C	0x0072E510	0x00F46C28	0x0043BB80	0x00463710	0x00808890	0x00B0CD88	0x0032D910	0x00B45028	0x00B45040	0x00B45044	IMAGE
NavigationExModule_Client	0x00F469DC	0x00C097E0	0x01089610	0x00731890	0x00F46EC8	0x00732AE0	0x007321C0	0x00808BE0	0x00B44DDC	0x00330C90	0x00B452C8	0x00B452E0	0x00B452E4	IMAGE
NavigationEx_RequestSurveyVtial	0x00F46FE0	0x00C09840	0x01089668	0x00730670	0x00F46E5C	0x00729790	0x00733620	0x00808C40	0x00B453E0	0x0032FA70	0x00B4525C	0x00B45274	0x00B45278	IMAGE
NavigationEx_AddSurveyDataVtial	0x00F47000	0x00C09860	0x0108966C	0x00732C20	0x00F46F50	0x00733570	0x00733620	0x00808C60	0x00B45400	0x00332020	0x00B45350	0x00B45368	0x00B4536C	IMAGE
NavigationEx_RemoveSurveyDataVtial	0x00F47020	0x00C09880	0x01089670	0x00732C40	0x00F46F74	0x00732C70	0x00733620	0x00808C80	0x00B45420	0x00332040	0x00B45374	0x00B4538C	0x00B45390	IMAGE
NavigationEx_StartSalvaging	0x00F47044	0x00C098A0	0x01089674	0x004DC150	0x00F195D8	0x00732CA0	0x00733620	0x00808CA0	0x00B45444	0x000DB550	0x00B179D8	0x00B179F0	0x00B179F4	IMAGE
NavigationEx_EndSalvaging	0x00F47060	0x00C098C0	0x01089678	0x00732C50	0x00F46F98	0x00732CF0	0x00733620	0x00808CC0	0x00B45460	0x00332050	0x00B45398	0x00B453B0	0x00B453B4	IMAGE
NavigationEx_EnterInstanceVital	0x00F4707C	0x00C098E0	0x0108967C	0x00730690	0x00F46E80	0x006A7310	0x00733620	0x00808CE0	0x00B4547C	0x0032FA90	0x00B45280	0x00B45298	0x00B4529C	IMAGE
NavigationEx_UseAddingMoraleItemResultVital	0x00F4709C	0x00C09900	0x01089680	0x00732C60	0x00F46FBC	0x006FF4E0	0x00733620	0x00808D00	0x00B4549C	0x00332060	0x00B453BC	0x00B453D4	0x00B453D8	IMAGE
NPCAppearAttr	0x00F47278	0x00C09DD0	0x01089860	0x00738130	0x00F47238	0x0043BB80	0x00463710	0x008091D0	0x00B45678	0x00337530	0x00B45638	0x00B45650	0x00B45654	IMAGE
NPCAppearModule_Client	0x00F472F4	0x00C09E50	0x01089894	0x007383F0	0x00F47290	0x00738410	0x0073D360	0x00809250	0x00B456F4	0x003377F0	0x00B45690	0x00B456A8	0x00B456AC	IMAGE
UpdateNPCAppearVital	0x00F47330	0x00C09ED0	0x010898A4	0x00738900	0x00F4730C	0x00738920	0x00738B60	0x008092D0	0x00B45730	0x00337D00	0x00B4570C	0x00B45724	0x00B45728	IMAGE
BkDisplayModule_Client	0x00F09F88	0x00C0A060	0x010898EC	0x00738CB0	0x00F47400	0x00738D80	0x00739010	0x00809460	0x00B08388	0x003380B0	0x00B45800	0x00B45818	0x00B4581C	IMAGE
ActorEffectsModule_Client	0x00F47748	0x00C0A360	0x0108995C	0x0073A380	0x00F475D8	0x00699FE0	0x0073A4B0	0x00809760	0x00B45B48	0x00339780	0x00B459D8	0x00B459F0	0x00B459F4	IMAGE
CWebGMModule	0x00F478A8	0x00C0A4F0	0x010899F0	0x0073D3D0	0x00F47800	0x0073D3F0	0x0073D360	0x008098F0	0x00B45CA8	0x0033C7D0	0x00B45C00	0x00B45C18	0x00B45C1C	IMAGE
CWebGMVital_GSGC	0x00F0B5C0	0x00C0A5B0	0x01089A18	0x0073E390	0x00F47900	0x0073E760	0x0073D440	0x008099B0	0x00B099C0	0x0033D790	0x00B45D00	0x00B45D18	0x00B45D1C	IMAGE
CTimerMessageVital_GSGC	0x00F47928	0x00C0A5D0	0x01089A1C	0x0073DCE0	0x00F478B8	0x0046F820	0x0073D370	0x008099D0	0x00B45D28	0x0033D0E0	0x00B45CB8	0x00B45CD0	0x00B45CD4	IMAGE
CTextFileDataVital	0x00F47940	0x00C0A5F0	0x01089A20	0x0073DDF0	0x00F478DC	0x0073DEA0	0x0073D890	0x008099F0	0x00B45D40	0x0033D1F0	0x00B45CDC	0x00B45CF4	0x00B45CF8	IMAGE
FPSTestModule_Client	0x00F479A4	0x00C0A800	0x01089A5C	0x0073EA20	0x00F47958	0x0073E8B0	0x0073EE30	0x00809C00	0x00B45DA4	0x0033DE20	0x00B45D58	0x00B45D70	0x00B45D74	IMAGE
NPCVoiceModule	0x00F47C44	0x00C0A990	0x01089AAC	0x00742590	0x00F47BA8	0x00697870	0x0073D360	0x00809D90	0x00B46044	0x00341990	0x00B45FA8	0x00B45FC0	0x00B45FC4	IMAGE
NPCTalkModule	0x00F47C54	0x00C0A9B0	0x01089AB0	0x007448A0	0x00F47BF8	0x00697870	0x00743B50	0x00809DB0	0x00B46054	0x00343CA0	0x00B45FF8	0x00B46010	0x00B46014	IMAGE
ItemTransformModule_Client	0x00F47CDC	0x00C0AB80	0x01089AF4	0x00744E40	0x00F47C90	0x00710440	0x0073D360	0x00809F80	0x00B460DC	0x00344240	0x00B46090	0x00B460A8	0x00B460AC	IMAGE
ItemTransformRequsetVital	0x00F47CF8	0x00C0ABE0	0x01089B10	0x005737C0	0x00F288A4	0x0068CF20	0x00710440	0x00809FE0	0x00B460F8	0x00172BC0	0x00B26CA4	0x00B26CBC	0x00B26CC0	IMAGE
ItemTransformResponseVital	0x00F47D14	0x00C0AC00	0x01089B14	0x00744E00	0x00F47C6C	0x006E09E0	0x00745310	0x0080A000	0x00B46114	0x00344200	0x00B4606C	0x00B46084	0x00B46088	IMAGE
NoviceModule	0x00F48158	0x00C0B430	0x01089ED8	0x00747DA0	0x00F48250	0x00747BA0	0x0073D360	0x0080A830	0x00B46558	0x003471A0	0x00B46650	0x00B46668	0x00B4666C	IMAGE
TranslatePortalModule_Client	0x00F48524	0x00C0B8A0	0x01089F8C	0x0074C000	0x00F485E8	0x0074BF80	0x0073D360	0x0080ACA0	0x00B46924	0x0034B400	0x00B469E8	0x00B46A00	0x00B46A04	IMAGE
OpenTranslatePortalUI	0x00F48634	0x00C0B900	0x01089FB4	0x0074B5D0	0x00F4857C	0x0074C260	0x0074C2B0	0x0080AD00	0x00B46A34	0x0034A9D0	0x00B4697C	0x00B46994	0x00B46998	IMAGE
TranslatePortalVitalReq	0x00F4864C	0x00C0B920	0x01089FB8	0x0074A150	0x00F48480	0x00732C70	0x00710440	0x0080AD20	0x00B46A4C	0x00349550	0x00B46880	0x00B46898	0x00B4689C	IMAGE
TranslatePortalVitalRes	0x00F48664	0x00C0B940	0x01089FBC	0x0074B660	0x00F485A0	0x0074C280	0x0074C2B0	0x0080AD40	0x00B46A64	0x0034AA60	0x00B469A0	0x00B469B8	0x00B469BC	IMAGE
SystemGiftAttr	0x00F488B0	0x00C0BE10	0x0108A214	0x0074D5B0	0x00F48870	0x0043BB80	0x00463710	0x0080B210	0x00B46CB0	0x0034C9B0	0x00B46C70	0x00B46C88	0x00B46C8C	IMAGE
SystemGiftModule_Client	0x00F48950	0x00C0BFE0	0x0108A250	0x0074D970	0x00F488E8	0x00710440	0x0073D360	0x0080B3E0	0x00B46D50	0x0034CD70	0x00B46CE8	0x00B46D00	0x00B46D04	IMAGE
GSCN_AskForSystemGiftVital	0x00F4898C	0x00C0C040	0x0108A26C	0x0074D8C0	0x00F488C4	0x0074E4A0	0x0074DF30	0x0080B440	0x00B46D8C	0x0034CCC0	0x00B46CC4	0x00B46CDC	0x00B46CE0	IMAGE
GSCN_RetieiveSystemGiftVital	0x00F489A8	0x00C0C060	0x0108A270	0x0074E2F0	0x00F48968	0x0074E310	0x0074DF30	0x0080B460	0x00B46DA8	0x0034D6F0	0x00B46D68	0x00B46D80	0x00B46D84	IMAGE
CFightMsgVital	0x00F48AE8	0x00C0C100	0x0108A2D4	0x0074E600	0x00F489C8	0x005F28D0	0x00750270	0x0080B500	0x00B46EE8	0x0034DA00	0x00B46DC8	0x00B46DE0	0x00B46DE4	IMAGE
ActionVital	0x00F48AF8	0x00C0C120	0x0108A2D8	0x0074E680	0x00F489EC	0x0074E6A0	0x007516C0	0x0080B520	0x00B46EF8	0x0034DA80	0x00B46DEC	0x00B46E04	0x00B46E08	IMAGE
ActionPickVital	0x00F48B04	0x00C0C140	0x0108A2DC	0x0074E860	0x00F48A10	0x0074E880	0x007519F0	0x0080B540	0x00B46F04	0x0034DC60	0x00B46E10	0x00B46E28	0x00B46E2C	IMAGE
ActionItemVital	0x00F48B14	0x00C0C160	0x0108A2E0	0x0074E960	0x00F48A34	0x0074E980	0x00750230	0x0080B560	0x00B46F14	0x0034DD60	0x00B46E34	0x00B46E4C	0x00B46E50	IMAGE
CHitResult	0x00F0B5F8	0x00C0C180	0x0108A2E4	0x0074F9C0	0x00F48AA0	0x00750040	0x00750770	0x0080B580	0x00B099F8	0x0034EDC0	0x00B46EA0	0x00B46EB8	0x00B46EBC	IMAGE
CMissileHitResult	0x00F0B5E4	0x00C0C1A0	0x0108A2E8	0x0074FA80	0x00F48AC4	0x00750110	0x00750EC0	0x0080B5A0	0x00B099E4	0x0034EE80	0x00B46EC4	0x00B46EDC	0x00B46EE0	IMAGE
CShotMissileVital	0x00F48B24	0x00C0C1C0	0x0108A2EC	0x0074EA50	0x00F48A58	0x0074EA70	0x00750630	0x0080B5C0	0x00B46F24	0x0034DE50	0x00B46E58	0x00B46E70	0x00B46E74	IMAGE
CKnockdownVital	0x00F48B38	0x00C0C1E0	0x0108A2F0	0x0074EBD0	0x00F48A7C	0x0074EBF0	0x00750700	0x0080B5E0	0x00B46F38	0x0034DFD0	0x00B46E7C	0x00B46E94	0x00B46E98	IMAGE
CSkillAttr	0x00F48BB8	0x00C0C530	0x0108A32C	0x00751BF0	0x00F48B78	0x0043BB80	0x00463710	0x0080B930	0x00B46FB8	0x00350FF0	0x00B46F78	0x00B46F90	0x00B46F94	IMAGE
CSkillModule	0x00F48E84	0x00C0C800	0x0108A3C0	0x00754D70	0x00F48D88	0x00710440	0x0073D360	0x0080BC00	0x00B47284	0x00354170	0x00B47188	0x00B471A0	0x00B471A4	IMAGE
CLearnSkillVital	0x00F48F00	0x00C0C860	0x0108A3F4	0x00755AA0	0x00F48E94	0x00755AC0	0x00710440	0x0080BC60	0x00B47300	0x00354EA0	0x00B47294	0x00B472AC	0x00B472B0	IMAGE
CLearnSkillResultVital	0x00F0B54C	0x00C0C880	0x0108A3F8	0x00755E90	0x00F48EDC	0x00756100	0x00755640	0x0080BC80	0x00B0994C	0x00355290	0x00B472DC	0x00B472F4	0x00B472F8	IMAGE
CRevertSkilltVital	0x00F48F14	0x00C0C8A0	0x0108A3FC	0x00755B50	0x00F48EB8	0x00755B70	0x007550F0	0x0080BCA0	0x00B47314	0x00354F50	0x00B472B8	0x00B472D0	0x00B472D4	IMAGE
CutinModule_Client	0x00F4A014	0x00C0E010	0x0108AE8C	0x00766240	0x00F49FC8	0x00766130	0x0073D360	0x0080D410	0x00B48414	0x00365640	0x00B483C8	0x00B483E0	0x00B483E4	IMAGE
StallModule_Client	0x00F4A404	0x00C0E3D0	0x0108AF78	0x00769510	0x00F4A370	0x00768C20	0x00767060	0x0080D7D0	0x00B48804	0x00368910	0x00B48770	0x00B48788	0x00B4878C	IMAGE
StallStartVital	0x00F4A4C8	0x00C0E5B0	0x0108AFAC	0x0076AC20	0x00F4A480	0x0076A740	0x0076B0D0	0x0080D9B0	0x00B488C8	0x0036A020	0x00B48880	0x00B48898	0x00B4889C	IMAGE
StallOpenVital	0x00F4A4D8	0x00C0E5D0	0x0108AFB0	0x0076ACB0	0x00F4A4A4	0x0076A960	0x0076B0D0	0x0080D9D0	0x00B488D8	0x0036A0B0	0x00B488A4	0x00B488BC	0x00B488C0	IMAGE
StallOperateVital	0x00F4A4E8	0x00C0E5F0	0x0108AFB4	0x0076A080	0x00F4A418	0x0076A630	0x0076B0D0	0x0080D9F0	0x00B488E8	0x00369480	0x00B48818	0x00B48830	0x00B48834	IMAGE
StallActorAttr	0x00F4A4FC	0x00C0E610	0x0108AFB8	0x0076A190	0x00F4A440	0x0043BB80	0x00463710	0x0080DA10	0x00B488FC	0x00369590	0x00B48840	0x00B48858	0x00B4885C	IMAGE
ChangeFeatureModule_Client	0x00F4B15C	0x00C0F0A0	0x0108B484	0x007767A0	0x00F4B110	0x00775F90	0x0073D360	0x0080E4A0	0x00B4955C	0x00375BA0	0x00B49510	0x00B49528	0x00B4952C	IMAGE
ChangeFeatureVitalReq	0x00F4B1C0	0x00C0F1C0	0x0108B4A0	0x007769E0	0x00F4B178	0x006C0180	0x00710440	0x0080E5C0	0x00B495C0	0x00375DE0	0x00B49578	0x00B49590	0x00B49594	IMAGE
ChangeFeatureVitalRes	0x00F4B1D8	0x00C0F1E0	0x0108B4A4	0x00776A00	0x00F4B19C	0x00621760	0x00776D90	0x0080E5E0	0x00B495D8	0x00375E00	0x00B4959C	0x00B495B4	0x00B495B8	IMAGE
TotalCCULog_Module	0x00F4B4E8	0x00C0F4E0	0x0108B50C	0x0077A0A0	0x00F4B360	0x00710440	0x0077A2C0	0x0080E8E0	0x00B498E8	0x003794A0	0x00B49760	0x00B49778	0x00B4977C	IMAGE
PcProtocol	0x00F5A4D0	0x00C13BB0	0x0108CFB4	0x0089C240	0x00F5A498	0x00515EC0	0x00710440	0x00812FB0	0x00B588D0	0x0049B640	0x00B58898	0x00B588B0	0x00B588B4	IMAGE
PcProtocolProxy	0x00F5A4DC	0x00C13BD0	0x0108CFB8	0x00A8C8B0	0x00F86E94	0x00515EC0	0x00710440	0x00812FD0	0x00B588DC	0x0068BCB0	0x00B85294	0x00B852AC	0x00B852B0	IMAGE
PcThreadRunObject	0x00FBAE58	0x00C1CF90	0x0109B834	0x00A8DF80	0x00F86F04	0x008C5AE0	0x004CD2F0	0x0081C390	0x00BB9258	0x0068D380	0x00B85304	0x00B8531C	0x00B85320	IMAGE
