name	name_va	reg_site_va	id_global_va	getter_va	vtable_va	serializer_va	handler_va	file_off_reg	file_off_name	file_off_getter	file_off_vtable	file_off_serializer_ptr	file_off_handler_ptr	source
Equipment_EnhanceItemVital	0x00F3B430	0x00BFBE20	0x01085FD0	0x00689540	0x00F3AD14	0x0068CB20	0x0068E3D0	0x007FB220	0x00B39830	0x00288940	0x00B39114	0x00B3912C	0x00B39130	IMAGE
Equipment_RunLuckyEnhancementItemVital	0x00F3B44C	0x00BFBE40	0x01085FD4	0x0068CA70	0x00F3B36C	0x00515EC0	0x0068E3D0	0x007FB240	0x00B3984C	0x0028BE70	0x00B3976C	0x00B39784	0x00B39788	IMAGE
Equipment_EnhanceItemResultVital	0x00F3B474	0x00BFBE60	0x01085FD8	0x0068CA10	0x00F3B2DC	0x0068CBA0	0x0068E3D0	0x007FB260	0x00B39874	0x0028BE10	0x00B396DC	0x00B396F4	0x00B396F8	IMAGE
Equipment_EnhancemenTransferVital	0x00F3B498	0x00BFBE80	0x01085FDC	0x00689560	0x00F3AD38	0x0068CE60	0x0068E3D0	0x007FB280	0x00B39898	0x00288960	0x00B39138	0x00B39150	0x00B39154	IMAGE
Equipment_EnhancemenTransferResultVital	0x00F3B4BC	0x00BFBEA0	0x01085FE0	0x0068CA90	0x00F3B390	0x0068CE60	0x0068E3D0	0x007FB2A0	0x00B398BC	0x0028BE90	0x00B39790	0x00B397A8	0x00B397AC	IMAGE
Equipment_EmbedItemVital	0x00F3B4E4	0x00BFBEC0	0x01085FE4	0x00689580	0x00F3AD5C	0x0068CC30	0x0068E3D0	0x007FB2C0	0x00B398E4	0x00288980	0x00B3915C	0x00B39174	0x00B39178	IMAGE
Equipment_ExtractItemVital	0x00F3B500	0x00BFBEE0	0x01085FE8	0x006895A0	0x00F3AD80	0x0068CCB0	0x0068E3D0	0x007FB2E0	0x00B39900	0x002889A0	0x00B39180	0x00B39198	0x00B3919C	IMAGE
Equipment_DecomposeItemVital	0x00F3B51C	0x00BFBF00	0x01085FEC	0x00689620	0x00F3ADA4	0x0068CD20	0x0068E3D0	0x007FB300	0x00B3991C	0x00288A20	0x00B391A4	0x00B391BC	0x00B391C0	IMAGE
Equipment_CastingItemVital	0x00F3B53C	0x00BFBF20	0x01085FF0	0x00570220	0x00F282B0	0x0068CDA0	0x0068E3D0	0x007FB320	0x00B3993C	0x0016F620	0x00B266B0	0x00B266C8	0x00B266CC	IMAGE
Equipment_ReceiveCandidateCastingItemVital	0x00F3B558	0x00BFBF40	0x01085FF4	0x0068DAB0	0x00F3B3D8	0x0068E1B0	0x0068E3D0	0x007FB340	0x00B39958	0x0028CEB0	0x00B397D8	0x00B397F0	0x00B397F4	IMAGE
Equipment_CastingThrowDiceVital	0x00F3B584	0x00BFBF60	0x01085FF8	0x0068CA20	0x00F3B300	0x00691410	0x0068E3D0	0x007FB360	0x00B39984	0x0028BE20	0x00B39700	0x00B39718	0x00B3971C	IMAGE
Equipment_RetriveCastingItemVital	0x00F3B5A4	0x00BFBF80	0x01085FFC	0x00570240	0x00F282D4	0x0068CE10	0x0068E3D0	0x007FB380	0x00B399A4	0x0016F640	0x00B266D4	0x00B266EC	0x00B266F0	IMAGE
Equipment_AddEnhanceMaxLevelVital	0x00F3B5C8	0x00BFBFA0	0x01086000	0x00573760	0x00F28838	0x0068CE60	0x0068E3D0	0x007FB3A0	0x00B399C8	0x00172B60	0x00B26C38	0x00B26C50	0x00B26C54	IMAGE
Equipment_AddEnhanceMaxLevelResultVital	0x00F3B5EC	0x00BFBFC0	0x01086004	0x0068CAB0	0x00F3B3B4	0x0068CE60	0x0068E3D0	0x007FB3C0	0x00B399EC	0x0028BEB0	0x00B397B4	0x00B397CC	0x00B397D0	IMAGE
Equipment_AddTradeTimeLimitNumberVital	0x00F3B614	0x00BFBFE0	0x01086008	0x00573780	0x00F2885C	0x0068CE60	0x0068E3D0	0x007FB3E0	0x00B39A14	0x00172B80	0x00B26C5C	0x00B26C74	0x00B26C78	IMAGE
Equipment_RecoverBladeSoulWakenessVital	0x00F3B63C	0x00BFC000	0x0108600C	0x0068CA40	0x00F3B324	0x0068CED0	0x0068E3D0	0x007FB400	0x00B39A3C	0x0028BE40	0x00B39724	0x00B3973C	0x00B39740	IMAGE
AddEmbedSlotVitalReq	0x00F3B664	0x00BFC020	0x01086010	0x005737A0	0x00F28880	0x0068CF20	0x00710440	0x007FB420	0x00B39A64	0x00172BA0	0x00B26C80	0x00B26C98	0x00B26C9C	IMAGE
AddEmbedSlotVitalRes	0x00F3B67C	0x00BFC040	0x01086014	0x0068CA50	0x00F3B348	0x0068CED0	0x0068E3D0	0x007FB440	0x00B39A7C	0x0028BE50	0x00B39748	0x00B39760	0x00B39764	IMAGE
CrystalSlotAttr	0x00F3B718	0x00BFC520	0x01086030	0x0068E3F0	0x00F3B698	0x0043BB80	0x0068E400	0x007FB920	0x00B39B18	0x0028D7F0	0x00B39A98	0x00B39AB0	0x00B39AB4	IMAGE
CrystalPlateAttr	0x00F3B728	0x00BFC540	0x01086034	0x0068F270	0x00F3B6D8	0x0043BB80	0x0068E820	0x007FB940	0x00B39B28	0x0028E670	0x00B39AD8	0x00B39AF0	0x00B39AF4	IMAGE
BuildingCrystalModule	0x00F2A910	0x00BFC710	0x010860EC	0x0068F7F0	0x00F3B740	0x0068F810	0x0073D360	0x007FBB10	0x00B28D10	0x0028EBF0	0x00B39B40	0x00B39B58	0x00B39B5C	IMAGE
BuildingCrystal_UpdateCrystalSlotVital	0x00F3B89C	0x00BFC770	0x0108618C	0x00691150	0x00F3B878	0x00692340	0x00690F60	0x007FBB70	0x00B39C9C	0x00290550	0x00B39C78	0x00B39C90	0x00B39C94	IMAGE
BuildingCrystal_OpenCrystalSlotVital	0x00F3B8C4	0x00BFC790	0x01086190	0x0058ED10	0x00F2A9AC	0x00691160	0x00690F60	0x007FBB90	0x00B39CC4	0x0018E110	0x00B28DAC	0x00B28DC4	0x00B28DC8	IMAGE
BuildingCrystal_AddNutrientToCrystalSlotVital	0x00F3B8EC	0x00BFC7B0	0x01086194	0x00588FB0	0x00F2A158	0x006911E0	0x00690F60	0x007FBBB0	0x00B39CEC	0x001883B0	0x00B28558	0x00B28570	0x00B28574	IMAGE
BuildingCrystal_InsertCrystalToSlotVital	0x00F3B91C	0x00BFC7D0	0x01086198	0x00588FD0	0x00F2A17C	0x00691160	0x00690F60	0x007FBBD0	0x00B39D1C	0x001883D0	0x00B2857C	0x00B28594	0x00B28598	IMAGE
BuildingCrystal_ExtractCrystalFromSlotVital	0x00F3B948	0x00BFC7F0	0x0108619C	0x00588FF0	0x00F2A1A0	0x006911E0	0x00690F60	0x007FBBF0	0x00B39D48	0x001883F0	0x00B285A0	0x00B285B8	0x00B285BC	IMAGE
BuildingCrystal_ExtractCrystalFailedVital	0x00F3B974	0x00BFC810	0x010861A0	0x00691050	0x00F3B7A0	0x00691280	0x00690F60	0x007FBC10	0x00B39D74	0x00290450	0x00B39BA0	0x00B39BB8	0x00B39BBC	IMAGE
BuildingCrystal_ExtractCrystalSucceededVital	0x00F3B9A0	0x00BFC830	0x010861A4	0x00691060	0x00F3B7C4	0x006912F0	0x00690F60	0x007FBC30	0x00B39DA0	0x00290460	0x00B39BC4	0x00B39BDC	0x00B39BE0	IMAGE
BuildingCrystal_SpeedUpBuildCrystalVital	0x00F3B9D0	0x00BFC850	0x010861A8	0x00691070	0x00F3B7E8	0x0074C280	0x00690F60	0x007FBC50	0x00B39DD0	0x00290470	0x00B39BE8	0x00B39C00	0x00B39C04	IMAGE
BuildingCrystal_DoAbsorbingVital	0x00F3B9FC	0x00BFC870	0x010861AC	0x00589010	0x00F2A1C4	0x00691390	0x00690F60	0x007FBC70	0x00B39DFC	0x00188410	0x00B285C4	0x00B285DC	0x00B285E0	IMAGE
BuildingCrystal_IncreaseCrystalSlotMaxNutrientVital	0x00F3BA20	0x00BFC890	0x010861B0	0x00691090	0x00F3B80C	0x00691410	0x00690F60	0x007FBC90	0x00B39E20	0x00290490	0x00B39C0C	0x00B39C24	0x00B39C28	IMAGE
BuildingCrystal_PurchaseServiceVital	0x00F3BA54	0x00BFC8B0	0x010861B4	0x006910B0	0x00F3B830	0x00691410	0x00690F60	0x007FBCB0	0x00B39E54	0x002904B0	0x00B39C30	0x00B39C48	0x00B39C4C	IMAGE
BuildingCrystal_AddCrystalLusterVital	0x00F3BA7C	0x00BFC8D0	0x010861B8	0x00573740	0x00F28814	0x00691460	0x00690F60	0x007FBCD0	0x00B39E7C	0x00172B40	0x00B26C14	0x00B26C2C	0x00B26C30	IMAGE
BuildingCrystal_UpdateNextAbsorbTime	0x00F3BAA4	0x00BFC8F0	0x010861BC	0x006910D0	0x00F3B854	0x0069F980	0x00690F60	0x007FBCF0	0x00B39EA4	0x002904D0	0x00B39C54	0x00B39C6C	0x00B39C70	IMAGE
PlayerSearchModule_Client	0x00F3BAF0	0x00BFCDD0	0x01086240	0x00695C00	0x00F3BDC8	0x00697870	0x00694BD0	0x007FC1D0	0x00B39EF0	0x00295000	0x00B3A1C8	0x00B3A1E0	0x00B3A1E4	IMAGE
PlayerSearchVitalReq	0x00F3BEDC	0x00BFCE70	0x0108625C	0x00696D30	0x00F3BE94	0x00696D50	0x00710440	0x007FC270	0x00B3A2DC	0x00296130	0x00B3A294	0x00B3A2AC	0x00B3A2B0	IMAGE
PlayerSearchVitalRes	0x00F3BEF4	0x00BFCE90	0x01086260	0x00696E80	0x00F3BEB8	0x00697240	0x006972E0	0x007FC290	0x00B3A2F4	0x00296280	0x00B3A2B8	0x00B3A2D0	0x00B3A2D4	IMAGE
StorageAttr	0x00F3BF6C	0x00BFCF30	0x01086284	0x00697350	0x00F3BF10	0x0046E0A0	0x0046D870	0x007FC330	0x00B3A36C	0x00296750	0x00B3A310	0x00B3A328	0x00B3A32C	IMAGE
StorageModule_Client	0x00F1CA20	0x00BFD0D0	0x010862C4	0x006979D0	0x00F3C080	0x00697870	0x00697C70	0x007FC4D0	0x00B1AE20	0x00296DD0	0x00B3A480	0x00B3A498	0x00B3A49C	IMAGE
StorageOpenVital	0x00F0B384	0x00BFD130	0x010862EC	0x00698F80	0x00F3C14C	0x00699000	0x006999F0	0x007FC530	0x00B09784	0x00298380	0x00B3A54C	0x00B3A564	0x00B3A568	IMAGE
StorageCmdVital	0x00F3C1B8	0x00BFD150	0x010862F0	0x00699120	0x00F3C170	0x00699910	0x00710440	0x007FC550	0x00B3A5B8	0x00298520	0x00B3A570	0x00B3A588	0x00B3A58C	IMAGE
StorageResultVital	0x00F3C1C8	0x00BFD170	0x010862F4	0x00699240	0x00F3C194	0x00699820	0x006999F0	0x007FC570	0x00B3A5C8	0x00298640	0x00B3A594	0x00B3A5AC	0x00B3A5B0	IMAGE
ActorGatheringInfoAttr	0x00F3C238	0x00BFD380	0x0108633C	0x00699B90	0x00F3C1F8	0x00515EC0	0x00463710	0x007FC780	0x00B3A638	0x00298F90	0x00B3A5F8	0x00B3A610	0x00B3A614	IMAGE
GatheringModule_Client	0x00F3C314	0x00BFD610	0x010863A8	0x0069AD90	0x00F3C2C8	0x00710440	0x0069A090	0x007FCA10	0x00B3A714	0x0029A190	0x00B3A6C8	0x00B3A6E0	0x00B3A6E4	IMAGE
GatheringPerformanceModule_Client	0x00F3C32C	0x00BFD630	0x010863AC	0x00699FC0	0x00F3C278	0x00699FE0	0x0073D360	0x007FCA30	0x00B3A72C	0x002993C0	0x00B3A678	0x00B3A690	0x00B3A694	IMAGE
Gathering_UpdateSceneGatheringPointVital	0x00F0B4D8	0x00BFD6D0	0x010863D4	0x0069B620	0x00F3C374	0x0069B960	0x0069BB90	0x007FCAD0	0x00B098D8	0x0029AA20	0x00B3A774	0x00B3A78C	0x00B3A790	IMAGE
Gathering_StartGatheringVital	0x00F3C398	0x00BFD6F0	0x010863D8	0x00699F80	0x00F3C254	0x0069B110	0x0069BB90	0x007FCAF0	0x00B3A798	0x00299380	0x00B3A654	0x00B3A66C	0x00B3A670	IMAGE
Gathering_GatheringResultVital	0x00F3C3B8	0x00BFD710	0x010863DC	0x0069B0E0	0x00F3C350	0x0069B190	0x0069BB90	0x007FCB10	0x00B3A7B8	0x0029A4E0	0x00B3A750	0x00B3A768	0x00B3A76C	IMAGE
DailyActivityState	0x00F3C550	0x00BFD920	0x01086418	0x0069CD60	0x00F3C510	0x0043BB80	0x00463710	0x007FCD20	0x00B3A950	0x0029C160	0x00B3A910	0x00B3A928	0x00B3A92C	IMAGE
ActivityModule_Client	0x00F25650	0x00BFDAB0	0x01086464	0x0069EE30	0x00F3C7E8	0x0069E030	0x0069F460	0x007FCEB0	0x00B23A50	0x0029E230	0x00B3ABE8	0x00B3AC00	0x00B3AC04	IMAGE
Activity_CheatCodeVital	0x00F3CA7C	0x00BFDB10	0x01086584	0x0069F860	0x00F3C980	0x006A0450	0x00A106C0	0x007FCF10	0x00B3AE7C	0x0029EC60	0x00B3AD80	0x00B3AD98	0x00B3AD9C	IMAGE
Activity_BasicVital	0x00F3CA94	0x00BFDB30	0x01086588	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007FCF30	0x00B3AE94	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
Activity_ActorCommandVital	0x00F3CAA8	0x00BFDB50	0x0108658C	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007FCF50	0x00B3AEA8	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
Activity_NewActivityVital	0x00F3CAC4	0x00BFDB70	0x01086590	0x0069F780	0x00F3C920	0x0069FA00	0x006A1570	0x007FCF70	0x00B3AEC4	0x0029EB80	0x00B3AD20	0x00B3AD38	0x00B3AD3C	IMAGE
Activity_ActivityStateChangedVital	0x00F3CAE0	0x00BFDB90	0x01086594	0x0069F7A0	0x00F3C950	0x0069FAB0	0x006A1570	0x007FCF90	0x00B3AEE0	0x0029EBA0	0x00B3AD50	0x00B3AD68	0x00B3AD6C	IMAGE
Activity_ActorJoinActivityVital	0x00F3CB04	0x00BFDBB0	0x01086598	0x0069DF10	0x00F3C684	0x0069FB50	0x006A1570	0x007FCFB0	0x00B3AF04	0x0029D310	0x00B3AA84	0x00B3AA9C	0x00B3AAA0	IMAGE
Activity_ActorLeaveActivityVital	0x00F3CB24	0x00BFDBD0	0x0108659C	0x0069DF30	0x00F3C6B4	0x0069FC60	0x006A1570	0x007FCFD0	0x00B3AF24	0x0029D330	0x00B3AAB4	0x00B3AACC	0x00B3AAD0	IMAGE
Activity_SendRankingVital	0x00F3CB48	0x00BFDBF0	0x010865A0	0x006A0C50	0x00F3CA28	0x006A1210	0x006A1570	0x007FCFF0	0x00B3AF48	0x002A0050	0x00B3AE28	0x00B3AE40	0x00B3AE44	IMAGE
Activity_UpdateActivityPointVital	0x00F3CB64	0x00BFDC10	0x010865A4	0x0069F960	0x00F3C9F8	0x0069FD10	0x00A106C0	0x007FD010	0x00B3AF64	0x0029ED60	0x00B3ADF8	0x00B3AE10	0x00B3AE14	IMAGE
ActorActivity_UpdateDailyActivityStateVital	0x00F0B594	0x00BFDC30	0x010865A8	0x006A1050	0x00F3CA58	0x0069F700	0x006A1570	0x007FD030	0x00B09994	0x002A0450	0x00B3AE58	0x00B3AE70	0x00B3AE74	IMAGE
ActorActivity_ClientReportActivityResultVital	0x00F3CB88	0x00BFDC50	0x010865AC	0x0069F930	0x00F3C9B0	0x0069FD60	0x006A1570	0x007FD050	0x00B3AF88	0x0029ED30	0x00B3ADB0	0x00B3ADC8	0x00B3ADCC	IMAGE
ActorActivity_ResetDailyActivityResultVital	0x00F3CBB8	0x00BFDC70	0x010865B0	0x0069F950	0x00F3C9D4	0x0069FDD0	0x006A1570	0x007FD070	0x00B3AFB8	0x0029ED50	0x00B3ADD4	0x00B3ADEC	0x00B3ADF0	IMAGE
KnowledgeGuruCreateTableAttr	0x00F3CCF8	0x00BFE160	0x010865EC	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0x007FD560	0x00B3B0F8	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	IMAGE
KnowledgeGuru_NewQuizVital	0x00F0B3D4	0x00BFE1C0	0x0108662C	0x006A2AD0	0x00F3CD18	0x006A2BF0	0x006A1570	0x007FD5C0	0x00B097D4	0x002A1ED0	0x00B3B118	0x00B3B130	0x00B3B134	IMAGE
KnowledgeGuru_CurrentQuizResultVital	0x00F3CDA8	0x00BFE1E0	0x01086630	0x006A2B50	0x00F3CD48	0x006A2CA0	0x006A1570	0x007FD5E0	0x00B3B1A8	0x002A1F50	0x00B3B148	0x00B3B160	0x00B3B164	IMAGE
KnowledgeGuru_ActorAnswerQuizVital	0x00F3CDD0	0x00BFE200	0x01086634	0x006A1690	0x00F3CC3C	0x006A2D80	0x00A106C0	0x007FD600	0x00B3B1D0	0x002A0A90	0x00B3B03C	0x00B3B054	0x00B3B058	IMAGE
KnowledgeGuru_ActorUseCardVital	0x00F3CDF4	0x00BFE220	0x01086638	0x006A16B0	0x00F3CC6C	0x006A2E80	0x006A1570	0x007FD620	0x00B3B1F4	0x002A0AB0	0x00B3B06C	0x00B3B084	0x00B3B088	IMAGE
KnowledgeGuru_UseHalfProbabilityCardResultVital	0x00F3CE14	0x00BFE240	0x0108663C	0x006A2B70	0x00F3CD78	0x006A2E80	0x006A1570	0x007FD640	0x00B3B214	0x002A1F70	0x00B3B178	0x00B3B190	0x00B3B194	IMAGE
FingerGuessingGameModule_Client	0x00F25C7C	0x00BFE4D0	0x01086678	0x006A3DE0	0x00F3CEA8	0x006A3D60	0x0073D360	0x007FD8D0	0x00B2407C	0x002A31E0	0x00B3B2A8	0x00B3B2C0	0x00B3B2C4	IMAGE
FingerGuessingGameVital	0x00F3CF18	0x00BFE530	0x01086688	0x006A4060	0x00F3CEF4	0x006A4070	0x006A41E0	0x007FD930	0x00B3B318	0x002A3460	0x00B3B2F4	0x00B3B30C	0x00B3B310	IMAGE
WinePotAttr	0x00F3D118	0x00BFE6C0	0x010866DC	0x006A4240	0x00F3CF38	0x0043BB80	0x006A4250	0x007FDAC0	0x00B3B518	0x002A3640	0x00B3B338	0x00B3B350	0x00B3B354	IMAGE
WineCellarAttr	0x00F3D124	0x00BFE6E0	0x010866E0	0x006A58D0	0x00F3D098	0x0043BB80	0x006A4950	0x007FDAE0	0x00B3B524	0x002A4CD0	0x00B3B498	0x00B3B4B0	0x00B3B4B4	IMAGE
WineFormulaLearningAttr	0x00F2C498	0x00BFE700	0x010866E4	0x006A59B0	0x00F3D0D8	0x0043BB80	0x006A42A0	0x007FDB00	0x00B2A898	0x002A4DB0	0x00B3B4D8	0x00B3B4F0	0x00B3B4F4	IMAGE
WinemakingModule_Client	0x00F1CE44	0x00BFE910	0x0108672C	0x006A6790	0x00F3D200	0x006A5EF0	0x006A6E20	0x007FDD10	0x00B1B244	0x002A5B90	0x00B3B600	0x00B3B618	0x00B3B61C	IMAGE
Winemaking_UpdateWindPotSlotVital	0x00F3D358	0x00BFE970	0x0108676C	0x006A7710	0x00F3D310	0x006A7CE0	0x006A7150	0x007FDD70	0x00B3B758	0x002A6B10	0x00B3B710	0x00B3B728	0x00B3B72C	IMAGE
Winemaking_StartWinemakingVital	0x00F3D37C	0x00BFE990	0x01086770	0x006A5EC0	0x00F3D138	0x006A71F0	0x006A7150	0x007FDD90	0x00B3B77C	0x002A52C0	0x00B3B538	0x00B3B550	0x00B3B554	IMAGE
Winemaking_FinishWinemakingVital	0x00F3D39C	0x00BFE9B0	0x01086774	0x006A5EE0	0x00F3D15C	0x006A7270	0x006A7150	0x007FDDB0	0x00B3B79C	0x002A52E0	0x00B3B55C	0x00B3B574	0x00B3B578	IMAGE
Winemaking_UpdateLearnedFormulaVital	0x00F3D3C0	0x00BFE9D0	0x01086778	0x006A7910	0x00F3D334	0x006A75A0	0x006A7150	0x007FDDD0	0x00B3B7C0	0x002A6D10	0x00B3B734	0x00B3B74C	0x00B3B750	IMAGE
Winemaking_LearnFomulaVital	0x00F3D3E8	0x00BFE9F0	0x0108677C	0x006A71E0	0x00F3D2EC	0x006A7310	0x006A7150	0x007FDDF0	0x00B3B7E8	0x002A65E0	0x00B3B6EC	0x00B3B704	0x00B3B708	IMAGE
AppraisalModule_Client	0x00F3D4FC	0x00BFEC80	0x010867B8	0x006A7E70	0x00F3D408	0x00710440	0x0073D360	0x007FE080	0x00B3B8FC	0x002A7270	0x00B3B808	0x00B3B820	0x00B3B824	IMAGE
AppraisalVital	0x00F3D538	0x00BFECE0	0x010867D4	0x006A8490	0x00F3D514	0x006A84B0	0x006A86A0	0x007FE0E0	0x00B3B938	0x002A7890	0x00B3B914	0x00B3B92C	0x00B3B930	IMAGE
AppraisalStopVital	0x00F3D548	0x00BFED00	0x010867D8	0x004D1F20	0x00F18588	0x00515EC0	0x006A8730	0x007FE100	0x00B3B948	0x000D1320	0x00B16988	0x00B169A0	0x00B169A4	IMAGE
CollectableBookTypeAttr	0x00F3D70C	0x00BFEED0	0x01086844	0x006A8930	0x00F3D5A0	0x0043BB80	0x00463710	0x007FE2D0	0x00B3BB0C	0x002A7D30	0x00B3B9A0	0x00B3B9B8	0x00B3B9BC	IMAGE
CollectionPieceAttr	0x00F3D724	0x00BFEEF0	0x01086848	0x006A8810	0x00F3D560	0x0043BB80	0x00463710	0x007FE2F0	0x00B3BB24	0x002A7C10	0x00B3B960	0x00B3B978	0x00B3B97C	IMAGE
CollectionBookAttr	0x00F3D738	0x00BFEF20	0x01086850	0x006A98A0	0x00F3D650	0x0043BB80	0x006A9480	0x007FE320	0x00B3BB38	0x002A8CA0	0x00B3BA50	0x00B3BA68	0x00B3BA6C	IMAGE
CollectionBookModule_Client	0x00F3D924	0x00BFF140	0x0108689C	0x006AB400	0x00F3D828	0x00697870	0x0073D360	0x007FE540	0x00B3BD24	0x002AA800	0x00B3BC28	0x00B3BC40	0x00B3BC44	IMAGE
CollectionBookVitalRes	0x00F3D9AC	0x00BFF1E0	0x010868DC	0x006ABFD0	0x00F3D940	0x006ABFF0	0x006AC700	0x007FE5E0	0x00B3BDAC	0x002AB3D0	0x00B3BD40	0x00B3BD58	0x00B3BD5C	IMAGE
CollectionBookDataVitalRes	0x00F3D9C4	0x00BFF200	0x010868E0	0x006AC0E0	0x00F3D964	0x006AC660	0x006AC700	0x007FE600	0x00B3BDC4	0x002AB4E0	0x00B3BD64	0x00B3BD7C	0x00B3BD80	IMAGE
CollectionBookAppraisePieceVital	0x00F3D9E0	0x00BFF220	0x010868E4	0x006AC1A0	0x00F3D988	0x0072B270	0x006AC700	0x007FE620	0x00B3BDE0	0x002AB5A0	0x00B3BD88	0x00B3BDA0	0x00B3BDA4	IMAGE
CollectionBookAppraisalStopVital	0x00F3DA04	0x00BFF240	0x010868E8	0x006AA360	0x00F3D7DC	0x00515EC0	0x006AC760	0x007FE640	0x00B3BE04	0x002A9760	0x00B3BBDC	0x00B3BBF4	0x00B3BBF8	IMAGE
GetCollectionTreasureVital	0x00F3DA28	0x00BFF260	0x010868EC	0x00525030	0x00F20BD8	0x0069F980	0x00710440	0x007FE660	0x00B3BE28	0x00124430	0x00B1EFD8	0x00B1EFF0	0x00B1EFF4	IMAGE
DropThingModule_Client	0x00F0BAD0	0x00BFFA40	0x01086B54	0x006B0710	0x00F3DD38	0x00710440	0x0073D360	0x007FEE40	0x00B09ED0	0x002AFB10	0x00B3C138	0x00B3C150	0x00B3C154	IMAGE
ItemMallBagAttr	0x00F3DDD0	0x00BFFAA0	0x01086B64	0x006B0950	0x00F3DD88	0x0046E0A0	0x0046D870	0x007FEEA0	0x00B3C1D0	0x002AFD50	0x00B3C188	0x00B3C1A0	0x00B3C1A4	IMAGE
ItemMallGiftItem	0x00F3DE58	0x00BFFB40	0x01086B8C	0x006B1A50	0x00F3DE08	0x0043BB80	0x00463710	0x007FEF40	0x00B3C258	0x002B0E50	0x00B3C208	0x00B3C220	0x00B3C224	IMAGE
ItemMallModule_Client	0x00F1CB70	0x00BFFD20	0x01086BCC	0x006B5E30	0x00F3E298	0x00697870	0x0073D360	0x007FF120	0x00B1AF70	0x002B5230	0x00B3C698	0x00B3C6B0	0x00B3C6B4	IMAGE
ItemMallPurchaseVital	0x00F3E518	0x00BFFD80	0x01086C9C	0x006B83C0	0x00F3E344	0x006B8450	0x00710440	0x007FF180	0x00B3C918	0x002B77C0	0x00B3C744	0x00B3C75C	0x00B3C760	IMAGE
ItemMallResultVital	0x00F3E530	0x00BFFDA0	0x01086CA0	0x006B8530	0x00F3E368	0x007057F0	0x006BADF0	0x007FF1A0	0x00B3C930	0x002B7930	0x00B3C768	0x00B3C780	0x00B3C784	IMAGE
ItemMallTokenExchangeVital	0x00F3E544	0x00BFFDC0	0x01086CA4	0x006B8570	0x00F3E38C	0x006B8590	0x00710440	0x007FF1C0	0x00B3C944	0x002B7970	0x00B3C78C	0x00B3C7A4	0x00B3C7A8	IMAGE
ItemMallCouponExchangeVital	0x00F3E560	0x00BFFDE0	0x01086CA8	0x006B8690	0x00F3E3B0	0x005E53A0	0x00710440	0x007FF1E0	0x00B3C960	0x002B7A90	0x00B3C7B0	0x00B3C7C8	0x00B3C7CC	IMAGE
ItemMallUpdatePersonalDataVital	0x00F0B404	0x00BFFE00	0x01086CAC	0x006BA1A0	0x00F3E4AC	0x006B8270	0x006BADF0	0x007FF200	0x00B09804	0x002B95A0	0x00B3C8AC	0x00B3C8C4	0x00B3C8C8	IMAGE
ItemMallBagOpenReq	0x00F3E57C	0x00BFFE20	0x01086CB0	0x006B2890	0x00F3E17C	0x00515EC0	0x00710440	0x007FF220	0x00B3C97C	0x002B1C90	0x00B3C57C	0x00B3C594	0x00B3C598	IMAGE
ItemMallBagOpenRes	0x00F3E590	0x00BFFE40	0x01086CB4	0x006B87A0	0x00F3E3D4	0x006B9BE0	0x006BADF0	0x007FF240	0x00B3C990	0x002B7BA0	0x00B3C7D4	0x00B3C7EC	0x00B3C7F0	IMAGE
ItemMallBagUpdate	0x00F3E5A4	0x00BFFE60	0x01086CB8	0x006B88B0	0x00F3E3F8	0x006B9C80	0x006BADF0	0x007FF260	0x00B3C9A4	0x002B7CB0	0x00B3C7F8	0x00B3C810	0x00B3C814	IMAGE
ItemMallBagItemTransfer	0x00F3E5B8	0x00BFFE80	0x01086CBC	0x006B89D0	0x00F3E41C	0x006B9EA0	0x006BADF0	0x007FF280	0x00B3C9B8	0x002B7DD0	0x00B3C81C	0x00B3C834	0x00B3C838	IMAGE
ItemMallPersonalGiftVital	0x00F3E5D0	0x00BFFEA0	0x01086CC0	0x006B8AF0	0x00F3E440	0x006B9D20	0x006BADF0	0x007FF2A0	0x00B3C9D0	0x002B7EF0	0x00B3C840	0x00B3C858	0x00B3C85C	IMAGE
ItemMallReceiveGiftVital	0x00F3E5EC	0x00BFFEC0	0x01086CC4	0x006B8BC0	0x00F3E464	0x006C0180	0x00710440	0x007FF2C0	0x00B3C9EC	0x002B7FC0	0x00B3C864	0x00B3C87C	0x00B3C880	IMAGE
ItemMallGiftNotifyVital	0x00F0B310	0x00BFFEE0	0x01086CC8	0x006BA6C0	0x00F3E4F4	0x006B9F80	0x006BADF0	0x007FF2E0	0x00B09710	0x002B9AC0	0x00B3C8F4	0x00B3C90C	0x00B3C910	IMAGE
ItemMallNotifyToeknModeVital	0x00F3E608	0x00BFFF00	0x01086CCC	0x006B8310	0x00F3E320	0x006B8BE0	0x006BADE0	0x007FF300	0x00B3CA08	0x002B7710	0x00B3C720	0x00B3C738	0x00B3C73C	IMAGE
